engine_id,engine_name,source_file,source_section,category,target_customer,problem,offer,price_low,price_high,price_label,recurring_possible,speed_to_cash_days,startup_cost_nzd,human_effort,automation_potential,acquisition,execution_status,revenue,next_action,total_score,band,score_speed_to_cash,score_low_human_effort,score_recurring_revenue,score_gross_margin,score_observable_demand,score_automation_potential,score_scalability,merged_count,needs_client_data,physical_component
ME-0119,Voice Note → Daily Job Report,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md:L789,voice_automation,construction and field teams,"The customer currently performs this work manually, inconsistently, too late, or not at all. The commercial opportunity is to replace repetitive analysis/admin/research with a structured Hermes workflow.",Convert worker voice notes into formatted daily progress reports.,99,499,$99–$499/month or usage-based,True,3,None,low,5/5,- Direct outreach to businesses visibly showing the problem. - Existing CATALYX contacts where relevant. - Local business directories and LinkedIn. - Partnerships with agencies/bookkeepers/consultants/trades. - Demonstration using lawful public information. - Upsell from adjacent Hermes services.,DISCOVERED,0,,77,VALIDATE_NEXT,20,16,20,5,10,5,1,2,False,True
ME-0120,Job Diary Service,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md:L986,project_admin,project-based businesses,"The customer currently performs this work manually, inconsistently, too late, or not at all. The commercial opportunity is to replace repetitive analysis/admin/research with a structured Hermes workflow.","Maintain a chronological job diary from notes, photos, delays and changes.",49,1000,"$49–$299/report or $299–$1,000/month",True,3,None,low,5/5,- Direct outreach to businesses visibly showing the problem. - Existing CATALYX contacts where relevant. - Local business directories and LinkedIn. - Partnerships with agencies/bookkeepers/consultants/trades. - Demonstration using lawful public information. - Upsell from adjacent Hermes services.,DISCOVERED,0,,77,VALIDATE_NEXT,20,16,20,5,10,5,1,1,False,True
ME-0162,Maintenance Plan Builder,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md:L9260,retention,"cleaning, flooring, landscaping, mechanical and maintenance businesses","The customer currently performs this work manually, inconsistently, too late, or not at all. The commercial opportunity is to replace repetitive analysis/admin/research with a structured Hermes workflow.",Create annual recurring service plan structures.,149,999,$199–$999 setup or $149–$599/month,True,3,None,low,5/5,- Direct outreach to businesses visibly showing the problem. - Existing CATALYX contacts where relevant. - Local business directories and LinkedIn. - Partnerships with agencies/bookkeepers/consultants/trades. - Demonstration using lawful public information. - Upsell from adjacent Hermes services.,DISCOVERED,0,,77,VALIDATE_NEXT,20,16,20,5,10,5,1,1,False,True
ME-0168,Lead Magnet Factory,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md:L10442,content_assets,service businesses and agencies,"The customer currently performs this work manually, inconsistently, too late, or not at all. The commercial opportunity is to replace repetitive analysis/admin/research with a structured Hermes workflow.","Create useful calculators, guides, checklists and reports designed to capture leads.",99,999,$99–$999/project or subscription,True,3,None,low,5/5,- Direct outreach to businesses visibly showing the problem. - Existing CATALYX contacts where relevant. - Local business directories and LinkedIn. - Partnerships with agencies/bookkeepers/consultants/trades. - Demonstration using lawful public information. - Upsell from adjacent Hermes services.,DISCOVERED,0,,77,VALIDATE_NEXT,20,16,20,5,10,5,1,1,False,True
ME-0169,Quiz Lead Magnet Builder,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md:L10639,content_assets,service businesses,"The customer currently performs this work manually, inconsistently, too late, or not at all. The commercial opportunity is to replace repetitive analysis/admin/research with a structured Hermes workflow.",Create diagnostic quizzes that segment leads and produce a useful result.,99,999,$99–$999/project or subscription,True,3,None,low,5/5,- Direct outreach to businesses visibly showing the problem. - Existing CATALYX contacts where relevant. - Local business directories and LinkedIn. - Partnerships with agencies/bookkeepers/consultants/trades. - Demonstration using lawful public information. - Upsell from adjacent Hermes services.,DISCOVERED,0,,77,VALIDATE_NEXT,20,16,20,5,10,5,1,1,False,True
ME-0170,Interactive Assessment Builder,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md:L10836,content_assets,consultants and service businesses,"The customer currently performs this work manually, inconsistently, too late, or not at all. The commercial opportunity is to replace repetitive analysis/admin/research with a structured Hermes workflow.",Build questionnaire logic that produces personalised recommendations/reports.,99,999,$99–$999/project or subscription,True,3,None,low,5/5,- Direct outreach to businesses visibly showing the problem. - Existing CATALYX contacts where relevant. - Local business directories and LinkedIn. - Partnerships with agencies/bookkeepers/consultants/trades. - Demonstration using lawful public information. - Upsell from adjacent Hermes services.,DISCOVERED,0,,77,VALIDATE_NEXT,20,16,20,5,10,5,1,1,False,True
ME-0174,Buyer’s Guide Factory,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md:L11624,content_assets,service/product businesses,"The customer currently performs this work manually, inconsistently, too late, or not at all. The commercial opportunity is to replace repetitive analysis/admin/research with a structured Hermes workflow.",Create useful industry-specific buyer guides as sales or lead-magnet assets.,99,999,$99–$999/project or subscription,True,3,None,low,5/5,- Direct outreach to businesses visibly showing the problem. - Existing CATALYX contacts where relevant. - Local business directories and LinkedIn. - Partnerships with agencies/bookkeepers/consultants/trades. - Demonstration using lawful public information. - Upsell from adjacent Hermes services.,DISCOVERED,0,,77,VALIDATE_NEXT,20,16,20,5,10,5,1,1,False,True
ME-0175,Questions to Ask Before Hiring Guides,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md:L11821,content_assets,trades and professional services,"The customer currently performs this work manually, inconsistently, too late, or not at all. The commercial opportunity is to replace repetitive analysis/admin/research with a structured Hermes workflow.",Create trust-building buyer guides that help customers evaluate providers.,99,999,$99–$999/project or subscription,True,3,None,low,5/5,- Direct outreach to businesses visibly showing the problem. - Existing CATALYX contacts where relevant. - Local business directories and LinkedIn. - Partnerships with agencies/bookkeepers/consultants/trades. - Demonstration using lawful public information. - Upsell from adjacent Hermes services.,DISCOVERED,0,,77,VALIDATE_NEXT,20,16,20,5,10,5,1,1,False,True
ME-0185,Local Event Opportunity Monitor,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md:L13791,monitoring,local businesses and brands,"The customer currently performs this work manually, inconsistently, too late, or not at all. The commercial opportunity is to replace repetitive analysis/admin/research with a structured Hermes workflow.","Find relevant expos, trade shows, community events and marketing opportunities.",99,999,$99–$999/month depending scope,True,3,None,low,5/5,- Direct outreach to businesses visibly showing the problem. - Existing CATALYX contacts where relevant. - Local business directories and LinkedIn. - Partnerships with agencies/bookkeepers/consultants/trades. - Demonstration using lawful public information. - Upsell from adjacent Hermes services.,DISCOVERED,0,,77,VALIDATE_NEXT,20,16,20,5,10,5,1,1,False,True
ME-0186,Sponsorship Opportunity Finder,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md:L13988,monitoring,local businesses,"The customer currently performs this work manually, inconsistently, too late, or not at all. The commercial opportunity is to replace repetitive analysis/admin/research with a structured Hermes workflow.",Identify local clubs/events with potential brand exposure.,99,999,$99–$999/month depending scope,True,3,None,low,5/5,- Direct outreach to businesses visibly showing the problem. - Existing CATALYX contacts where relevant. - Local business directories and LinkedIn. - Partnerships with agencies/bookkeepers/consultants/trades. - Demonstration using lawful public information. - Upsell from adjacent Hermes services.,DISCOVERED,0,,77,VALIDATE_NEXT,20,16,20,5,10,5,1,1,False,True
ME-0191,PR Opportunity Monitor,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md:L14973,monitoring,"brands, experts and agencies","The customer currently performs this work manually, inconsistently, too late, or not at all. The commercial opportunity is to replace repetitive analysis/admin/research with a structured Hermes workflow.",Monitor public media/source requests and flag relevant opportunities.,99,999,$99–$999/month depending scope,True,3,None,low,5/5,- Direct outreach to businesses visibly showing the problem. - Existing CATALYX contacts where relevant. - Local business directories and LinkedIn. - Partnerships with agencies/bookkeepers/consultants/trades. - Demonstration using lawful public information. - Upsell from adjacent Hermes services.,DISCOVERED,0,,77,VALIDATE_NEXT,20,16,20,5,10,5,1,1,False,True
ME-0192,Press Release Pack Service,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md:L15170,content_assets,businesses with legitimate news,"The customer currently performs this work manually, inconsistently, too late, or not at all. The commercial opportunity is to replace repetitive analysis/admin/research with a structured Hermes workflow.","Create release, media pitch, social copy and spokesperson talking points.",99,999,$99–$999/project or subscription,True,3,None,low,5/5,- Direct outreach to businesses visibly showing the problem. - Existing CATALYX contacts where relevant. - Local business directories and LinkedIn. - Partnerships with agencies/bookkeepers/consultants/trades. - Demonstration using lawful public information. - Upsell from adjacent Hermes services.,DISCOVERED,0,,77,VALIDATE_NEXT,20,16,20,5,10,5,1,1,False,True
ME-0197,Commercial Property Prospect Monitor,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md:L16155,monitoring,trades and B2B services,"The customer currently performs this work manually, inconsistently, too late, or not at all. The commercial opportunity is to replace repetitive analysis/admin/research with a structured Hermes workflow.",Identify newly listed/leased commercial properties that may create service demand.,99,999,$99–$999/month depending scope,True,3,None,low,5/5,- Direct outreach to businesses visibly showing the problem. - Existing CATALYX contacts where relevant. - Local business directories and LinkedIn. - Partnerships with agencies/bookkeepers/consultants/trades. - Demonstration using lawful public information. - Upsell from adjacent Hermes services.,DISCOVERED,0,,77,VALIDATE_NEXT,20,16,20,5,10,5,1,1,False,True
ME-0198,New Business Opening Monitor,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md:L16352,monitoring,local service providers,"The customer currently performs this work manually, inconsistently, too late, or not at all. The commercial opportunity is to replace repetitive analysis/admin/research with a structured Hermes workflow.","Identify newly opening businesses that may need trades, signage, marketing, cleaning or fit-out.",99,999,$99–$999/month depending scope,True,3,None,low,5/5,- Direct outreach to businesses visibly showing the problem. - Existing CATALYX contacts where relevant. - Local business directories and LinkedIn. - Partnerships with agencies/bookkeepers/consultants/trades. - Demonstration using lawful public information. - Upsell from adjacent Hermes services.,DISCOVERED,0,,77,VALIDATE_NEXT,20,16,20,5,10,5,1,1,False,True
ME-0199,Building Consent Opportunity Research,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md:L16549,monitoring,trades and suppliers,"The customer currently performs this work manually, inconsistently, too late, or not at all. The commercial opportunity is to replace repetitive analysis/admin/research with a structured Hermes workflow.",Use lawful public information to identify potential future project opportunities.,99,999,$99–$999/month depending scope,True,3,None,low,5/5,- Direct outreach to businesses visibly showing the problem. - Existing CATALYX contacts where relevant. - Local business directories and LinkedIn. - Partnerships with agencies/bookkeepers/consultants/trades. - Demonstration using lawful public information. - Upsell from adjacent Hermes services.,DISCOVERED,0,,77,VALIDATE_NEXT,20,16,20,5,10,5,1,1,False,True
ME-0200,Business Relocation Opportunity Monitor,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md:L16746,monitoring,B2B service providers,"The customer currently performs this work manually, inconsistently, too late, or not at all. The commercial opportunity is to replace repetitive analysis/admin/research with a structured Hermes workflow.",Identify businesses moving premises and likely service needs.,99,999,$99–$999/month depending scope,True,3,None,low,5/5,- Direct outreach to businesses visibly showing the problem. - Existing CATALYX contacts where relevant. - Local business directories and LinkedIn. - Partnerships with agencies/bookkeepers/consultants/trades. - Demonstration using lawful public information. - Upsell from adjacent Hermes services.,DISCOVERED,0,,77,VALIDATE_NEXT,20,16,20,5,10,5,1,1,False,True
ME-0201,New Hire Signal Monitoring,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_2_OF_5.md:L16943,monitoring,B2B sales teams,"The customer currently performs this work manually, inconsistently, too late, or not at all. The commercial opportunity is to replace repetitive analysis/admin/research with a structured Hermes workflow.","Track public hiring signals that may indicate growth, new sites or changing needs.",99,999,$99–$999/month depending scope,True,3,None,low,5/5,- Direct outreach to businesses visibly showing the problem. - Existing CATALYX contacts where relevant. - Local business directories and LinkedIn. - Partnerships with agencies/bookkeepers/consultants/trades. - Demonstration using lawful public information. - Upsell from adjacent Hermes services.,DISCOVERED,0,,77,VALIDATE_NEXT,20,16,20,5,10,5,1,1,False,True
ME-0202,Website Change Monitoring for Sales,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md:L1,monitoring,B2B sales teams,"The customer currently performs this work manually, inconsistently, too late, or not at all. The commercial opportunity is to replace repetitive analysis/admin/research with a structured Hermes workflow.",Detect target-account website changes that create outreach triggers.,99,999,$99–$999/month depending scope,True,3,None,low,5/5,- Direct outreach to businesses visibly showing the problem. - Existing CATALYX contacts where relevant. - Local business directories and LinkedIn. - Partnerships with agencies/bookkeepers/consultants/trades. - Demonstration using lawful public information. - Upsell from adjacent Hermes services.,DISCOVERED,0,,77,VALIDATE_NEXT,20,16,20,5,10,5,1,1,False,True
ME-0203,Competitor New-Service Alerts,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md:L198,monitoring,local businesses and product teams,"The customer currently performs this work manually, inconsistently, too late, or not at all. The commercial opportunity is to replace repetitive analysis/admin/research with a structured Hermes workflow.",Detect when competitors add new services/products.,99,999,$99–$999/month depending scope,True,3,None,low,5/5,- Direct outreach to businesses visibly showing the problem. - Existing CATALYX contacts where relevant. - Local business directories and LinkedIn. - Partnerships with agencies/bookkeepers/consultants/trades. - Demonstration using lawful public information. - Upsell from adjacent Hermes services.,DISCOVERED,0,,77,VALIDATE_NEXT,20,16,20,5,10,5,1,1,False,True
ME-0204,Competitor Promotion Tracker,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md:L395,monitoring,businesses in competitive local markets,"The customer currently performs this work manually, inconsistently, too late, or not at all. The commercial opportunity is to replace repetitive analysis/admin/research with a structured Hermes workflow.",Track competitor promotions and offer patterns over time.,99,999,$99–$999/month depending scope,True,3,None,low,5/5,- Direct outreach to businesses visibly showing the problem. - Existing CATALYX contacts where relevant. - Local business directories and LinkedIn. - Partnerships with agencies/bookkeepers/consultants/trades. - Demonstration using lawful public information. - Upsell from adjacent Hermes services.,DISCOVERED,0,,77,VALIDATE_NEXT,20,16,20,5,10,5,1,1,False,True
ME-0207,FAQ SEO Factory,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md:L986,content_assets,local businesses and ecommerce,"The customer currently performs this work manually, inconsistently, too late, or not at all. The commercial opportunity is to replace repetitive analysis/admin/research with a structured Hermes workflow.","Turn real customer questions into useful, source-backed FAQ content.",99,999,$99–$999/project or subscription,True,3,None,low,5/5,- Direct outreach to businesses visibly showing the problem. - Existing CATALYX contacts where relevant. - Local business directories and LinkedIn. - Partnerships with agencies/bookkeepers/consultants/trades. - Demonstration using lawful public information. - Upsell from adjacent Hermes services.,DISCOVERED,0,,77,VALIDATE_NEXT,20,16,20,5,10,5,1,1,False,True
ME-0208,Case Study SEO Factory,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md:L1183,content_assets,project businesses,"The customer currently performs this work manually, inconsistently, too late, or not at all. The commercial opportunity is to replace repetitive analysis/admin/research with a structured Hermes workflow.",Turn completed projects into local-search case studies.,99,999,$99–$999/project or subscription,True,3,None,low,5/5,- Direct outreach to businesses visibly showing the problem. - Existing CATALYX contacts where relevant. - Local business directories and LinkedIn. - Partnerships with agencies/bookkeepers/consultants/trades. - Demonstration using lawful public information. - Upsell from adjacent Hermes services.,DISCOVERED,0,,77,VALIDATE_NEXT,20,16,20,5,10,5,1,1,False,True
ME-0210,Support-Ticket-to-Content Factory,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md:L1577,content_assets,"SaaS, ecommerce and service businesses","The customer currently performs this work manually, inconsistently, too late, or not at all. The commercial opportunity is to replace repetitive analysis/admin/research with a structured Hermes workflow.","Turn recurring support questions into help articles, posts and videos.",99,999,$99–$999/project or subscription,True,3,None,low,5/5,- Direct outreach to businesses visibly showing the problem. - Existing CATALYX contacts where relevant. - Local business directories and LinkedIn. - Partnerships with agencies/bookkeepers/consultants/trades. - Demonstration using lawful public information. - Upsell from adjacent Hermes services.,DISCOVERED,0,,77,VALIDATE_NEXT,20,16,20,5,10,5,1,1,False,True
ME-0406,Instagram Profile Rescue,HERMES_MEGA_MONEY_ENGINE_PART_5_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_5_OF_5.md:L628,social,local/service brands,,Rewrite profile and create first 9-post plan.,149,149,**NZ$149–399**,True,1,0,medium,,,DISCOVERED,0,,77,VALIDATE_NEXT,22,9,20,12,6,3,5,1,False,False
ME-0410,Job Photo Caption Service,HERMES_MEGA_MONEY_ENGINE_PART_5_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_5_OF_5.md:L1464,social,trades with project photos,,Turn job photos into polished captions and CTAs.,49,49,**NZ$49–149/batch**,True,1,0,medium,,,DISCOVERED,0,,77,VALIDATE_NEXT,22,9,20,12,6,3,5,1,False,False
ME-0415,Monthly Promotion Generator,HERMES_MEGA_MONEY_ENGINE_PART_5_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_5_OF_5.md:L2509,campaign,seasonal/capacity-driven businesses,,Recommend one monthly promotion with supporting assets.,99,99,**NZ$99–299/month**,True,1,0,medium,,,DISCOVERED,0,,77,VALIDATE_NEXT,22,9,20,12,6,3,5,1,False,False
ME-0456,New Website Launch Monitor,HERMES_MEGA_MONEY_ENGINE_PART_5_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_5_OF_5.md:L11078,trigger_leads,B2B services,,Find new/changed sites and create outreach triggers.,199,199,**NZ$199–599/month**,True,1,0,medium,,,DISCOVERED,0,,77,VALIDATE_NEXT,22,9,20,12,6,3,5,1,False,False
ME-0492,Monday Sales Priority Service,HERMES_MEGA_MONEY_ENGINE_PART_5_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_5_OF_5.md:L18602,sales_enablement,owner-led sales teams,,Every Monday rank top 10 sales opportunities and actions.,199,199,**NZ$199–599/month**,True,1,0,medium,,,DISCOVERED,0,,77,VALIDATE_NEXT,22,9,20,12,6,3,5,1,False,False
ME-0052,YouTube Research & Script Service,HERMES_MEGA_MONEY_ENGINE_PART_1_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_1_OF_5.md:L6219,,"YouTubers, brands, educators.",,"Topic research, competitor analysis, hook options, structured script, title and thumbnail-text concepts.",None,None,,False,1,0,low,4/5,,DISCOVERED,0,,76,VALIDATE_NEXT,25,16,8,12,6,4,5,1,False,False
ME-0279,Acquisition Opportunity Scout,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md:L13150,research,entrepreneurs and small investors,,Identify small businesses/assets publicly listed for sale and create first-pass research packs.,199,1200,"$199–$1,200/project",False,1,0,low,4/5,,DISCOVERED,0,,76,VALIDATE_NEXT,25,16,8,12,6,4,5,1,False,False
ME-0280,Subcontractor Research Service,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md:L13313,research,"builders, agencies and service firms",,Build shortlists of subcontractors from lawful public business information.,199,1200,"$199–$1,200/project",False,1,0,low,4/5,,DISCOVERED,0,,76,VALIDATE_NEXT,25,16,8,12,6,4,5,1,False,False
ME-0281,Subcontractor Capability Matrix,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md:L13476,research,project businesses,,"Compare subcontractors by services, geography, supplied/public credentials and availability evidence.",199,1200,"$199–$1,200/project",False,1,0,low,4/5,,DISCOVERED,0,,76,VALIDATE_NEXT,25,16,8,12,6,4,5,1,False,False
ME-0294,Unbilled Work Finder,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md:L15595,analytics,project/service businesses,,Compare supplied work notes against invoice items and flag possible omissions for review.,299,2000,"$299–$2,000/project or recurring",False,3,0,very_low,5/5,,DISCOVERED,0,,76,VALIDATE_NEXT,20,20,8,14,6,5,3,1,True,False
ME-0309,Agency Overflow Marketplace Research,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md:L18040,research,white-label service providers,,Find agencies likely to need overflow production based on public signals.,199,1200,"$199–$1,200/project",False,1,0,low,4/5,,DISCOVERED,0,,76,VALIDATE_NEXT,25,16,8,12,6,4,5,1,False,False
ME-0310,Freelancer Bench Builder,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md:L18203,research,agencies and SMEs,,Build a vetted research shortlist of freelancers by speciality.,199,1200,"$199–$1,200/project",False,1,0,low,4/5,,DISCOVERED,0,,76,VALIDATE_NEXT,25,16,8,12,6,4,5,1,False,False
ME-0311,Expert Directory Builder,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md:L18366,research,niche industries,,Curate experts/consultants by speciality and source-backed credentials.,199,1200,"$199–$1,200/project",False,1,0,low,4/5,,DISCOVERED,0,,76,VALIDATE_NEXT,25,16,8,12,6,4,5,1,False,False
ME-0324,Brand Voice Consistency Checker,HERMES_MEGA_MONEY_ENGINE_PART_4_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_4_OF_5.md:L1468,audit,brands with many channels,,"Compare website, email, social and support copy for voice consistency.",149,999,$149–$999/project,False,1,0,low,4/5,,DISCOVERED,0,,76,VALIDATE_NEXT,25,16,8,12,6,4,5,1,False,False
ME-0325,Claim Consistency Checker,HERMES_MEGA_MONEY_ENGINE_PART_4_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_4_OF_5.md:L1631,audit,businesses with many marketing assets,,Identify contradictory claims across channels.,149,999,$149–$999/project,False,1,0,low,4/5,,DISCOVERED,0,,76,VALIDATE_NEXT,25,16,8,12,6,4,5,1,False,False
ME-0224,Revenue Forecast Commentary Service,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md:L4185,business_intelligence,pipeline-driven businesses,,"Turn pipeline/export data into scenario commentary, risks and opportunity notes.",299,1500,"$299–$1,500/month",True,7,0,very_low,5/5,,DISCOVERED,0,,75,VALIDATE_NEXT,13,20,20,14,0,5,3,1,True,False
ME-0225,Pipeline Hygiene Auditor,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md:L4348,sales_ops,sales teams using CRM,,"Find stale, duplicate, impossible or poorly classified opportunities.",299,1200,"$299–$1,200/month",True,7,0,very_low,5/5,,DISCOVERED,0,,75,VALIDATE_NEXT,13,20,20,14,0,5,3,1,True,False
ME-0227,Pipeline Stagnation Alert,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md:L4674,sales_ops,sales teams,,Identify leads or deals stuck too long at one stage.,299,1200,"$299–$1,200/month",True,7,0,very_low,5/5,,DISCOVERED,0,,75,VALIDATE_NEXT,13,20,20,14,0,5,3,1,True,False
ME-0238,Scheduling Gap Analysis,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md:L6467,operations,appointment/job-based businesses,,"Identify dead periods, overbooking and inefficient spacing in schedules.",299,1500,"$299–$1,500/month",True,7,0,very_low,5/5,,DISCOVERED,0,,75,VALIDATE_NEXT,13,20,20,14,0,5,3,1,True,False
ME-0248,Photo-to-Preliminary-Scope Assistant,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md:L8097,vision_ops,trades and property services,,Organise customer photos into a preliminary scope for human verification.,199,999,$199–$999/month or usage-based,True,3,0,low,4/5,,DISCOVERED,0,,75,VALIDATE_NEXT,18,16,20,12,0,4,5,1,False,False
ME-0249,Photo Quality Checker for Quotes,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md:L8260,vision_ops,remote-quote businesses,,Tell customers which additional photos or angles are needed before quoting.,199,999,$199–$999/month or usage-based,True,3,0,low,4/5,,DISCOVERED,0,,75,VALIDATE_NEXT,18,16,20,12,0,4,5,1,False,False
ME-0250,Photo-to-Inventory Service,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md:L8423,vision_ops,"warehouses, stores and asset owners",,Turn photos plus notes into a preliminary asset or catalogue list.,199,999,$199–$999/month or usage-based,True,3,0,low,4/5,,DISCOVERED,0,,75,VALIDATE_NEXT,18,16,20,12,0,4,5,1,False,False
ME-0305,Cross-Business Referral Marketplace,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md:L17388,partnerships,non-competing local businesses,,Match complementary businesses and track referral opportunities.,199,999,$199–$999/project or $199–$599/month,True,3,0,low,4/5,,DISCOVERED,0,,75,VALIDATE_NEXT,18,16,20,12,0,4,5,1,False,False
ME-0306,Local Trade Collaboration Finder,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md:L17551,partnerships,trades and project businesses,,"Identify potential joint-quote, overflow or subcontract opportunities.",199,999,$199–$999/project or $199–$599/month,True,3,0,low,4/5,,DISCOVERED,0,,75,VALIDATE_NEXT,18,16,20,12,0,4,5,1,False,False
ME-0308,Capacity Exchange Network,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_3_OF_5.md:L17877,partnerships,agencies/trades with variable workloads,,Match businesses with spare capacity to businesses needing temporary overflow support.,199,999,$199–$999/project or $199–$599/month,True,3,0,low,4/5,,DISCOVERED,0,,75,VALIDATE_NEXT,18,16,20,12,0,4,5,1,False,False
ME-0073,Supplier Directory Products,HERMES_MEGA_MONEY_ENGINE_PART_1_OF_5.md,HERMES_MEGA_MONEY_ENGINE_PART_1_OF_5.md:L9554,,Businesses in fragmented supplier markets.,,"Curated niche supplier directory with categories, capabilities, locations and source links.",None,None,,False,1,0,very_low,5/5,,DISCOVERED,0,,74,VALIDATE_NEXT,22,20,4,12,6,5,5,1,False,False
