file,line,old_name,new_name,exact_reference,classification,safe_to_change,compatibility_needed,action_taken,rollback
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/PROCESS_AND_SCHEDULE_AUDIT.txt,41,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- No MoneyMachine-specific persistent supervisors active.,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/REPORT_SNAPSHOTS/CURRENT_STATE.md,1,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),# MoneyMachine — Current State Report,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/REPORT_SNAPSHOTS/CURRENT_STATE.md,3,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),**Workspace:** ~/MoneyMachine,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/REPORT_SNAPSHOTS/CURRENT_STATE.md,4,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),**Database:** ~/MoneyMachine/database/money_machine.db,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/REPORT_SNAPSHOTS/CURRENT_STATE.md,6,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),## What MoneyMachine Actually Does,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/REPORT_SNAPSHOTS/CURRENT_STATE.md,8,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),MoneyMachine is a local SQLite-backed sales operator for NZ small-business modernization services. It is NOT an agent swarm.,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/REPORT_SNAPSHOTS/CURRENT_STATE.md,35,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),"- **No auto-send LaunchAgents**: Only `ai.hermes.gateway.plist` (Hermes gateway, not MoneyMachine)",legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/REPORT_SNAPSHOTS/DAILY_OPERATOR.md,1,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),# MoneyMachine — Daily Operator,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/REPORT_SNAPSHOTS/KPI_DASHBOARD.md,1,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),# MoneyMachine — KPI Dashboard,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/REPORT_SNAPSHOTS/TOKEN_AUDIT.md,1,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),# MoneyMachine — Token Audit,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,3,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),**Session:** Current MoneyMachine execution (2026-09-04 through 2026-09-08),historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,10,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/database/money_machine.db | 2026-09-04T11:47:14Z | Initial database creation | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,11,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/database/schema.sql | 2026-09-04T23:39:00Z | Schema export for reference | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,12,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/scripts/init_db.py | 2026-09-04T23:38:00Z | DB initialization script | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,13,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/scripts/run_dummy_pipeline.py | 2026-09-04T23:40:00Z | Synthetic test pipeline | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,14,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/.env | 2026-09-04T23:46:00Z | Environment config (secrets) | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,15,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/.gitignore | 2026-09-05T00:05:00Z | Git ignore rules | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,16,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/docker-compose.yml | 2026-09-04T23:38:00Z | Docker orchestration (unused) | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,21,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/scripts/mm_operator.py | 2026-09-08T01:28:00Z | Local-only operator CLI | Created/Updated |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,22,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/scripts/seed_data.py | 2026-09-08T01:23:00Z | BLOCKED retired script | Created (blocked) |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,23,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/scripts/fix_contacts.py | 2026-09-08T01:23:00Z | BLOCKED retired script | Created (blocked) |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,24,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/scripts/mark_sent.py | 2026-09-08T01:23:00Z | BLOCKED retired script | Created (blocked) |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,25,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/config/HERMES_MASTER_OPERATOR.md | 2026-09-04T05:35:00Z | Master operator config | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,26,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/config/HERMES_MONEY_MACHINE_MASTER_PLAN.md | 2026-09-04T05:35:00Z | Master execution plan | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,27,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/config/approval_gates.yaml | 2026-09-04T23:38:00Z | Approval gates config | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,28,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/data/playwright/ | 2026-09-08T03:31:00Z | Playwright browser binaries | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,29,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/data/n8n/ | 2026-09-05T00:00:00Z | n8n workflow data | Created (empty) |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,34,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/control-plane/ | 2026-09-07T21:00:00Z | Control plane setup | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,35,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/prospects/heat-force/ | 2026-09-07T14:24:13Z | Heat Force sales packet | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,36,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/prospects/evoke-renovations/ | 2026-09-07T14:20:30Z | Evoke Renovations sales packet | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,37,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/BACKUP_MANIFEST.md | 2026-09-08T02:52:00Z | Backup tracking | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,38,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/outbox/5.md | 2026-09-08T02:24:00Z | Heat Force approval queue | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,39,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/outbox/15.md | 2026-09-08T02:32:00Z | Evoke approval queue | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,40,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/proposals/ | 2026-09-08T01:23:43Z | Proposal files created | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,41,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/reports/ | 2026-09-08T02:45:00Z | Report files created | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,46,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/CURRENT_STATE.md | 2026-09-08T02:45:00Z | Current state report | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,47,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/EXECUTION_PLAN.md | 2026-09-08T02:50:00Z | Execution plan | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,48,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/GAP_ANALYSIS.md | 2026-09-08T02:48:00Z | Gap analysis | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,49,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/FIRST_REVENUE.md | 2026-09-08T01:28:00Z | First revenue tracking | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,50,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/reports/SYSTEM_SNAPSHOT_20260908.md | 2026-09-08T03:00:00Z | System snapshot | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,51,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/reports/KPI_DASHBOARD.md | 2026-09-08T02:45:00Z | KPI dashboard | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,52,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/reports/DAILY_OPERATOR.md | 2026-09-08T02:45:00Z | Daily operator report | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,53,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/reports/TOKEN_AUDIT.md | 2026-09-08T02:45:00Z | Token audit | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,54,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/check_db.py | 2026-09-08T02:05:00Z | DB inspection | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,55,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/check_db2.py | 2026-09-08T02:08:00Z | DB inspection | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,56,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/check_routing.py | 2026-09-08T02:12:00Z | Routing check | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SESSION_CHANGELOG.md,57,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| ~/MoneyMachine/Daily Operator.command | 2026-09-08T01:28:00Z | macOS launcher | Created |,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SUPPRESSION_RECONCILIATION.md,57,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),These contacts were imported from a previous system and are not associated with current MoneyMachine outreach:,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SYSTEM_SUMMARY.md,15,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- **Hermes:** /Users/yabigdd/.local/bin/hermes — v0.21.0 (2026.8.31) · upstream 03f3b092,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/SYSTEM_SUMMARY.md,16,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- **Goose:** /Users/yabigdd/.local/bin/goose — 0-byte stub (BROKEN),legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/FINAL_CONSOLIDATOR.py,5,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),"reports = ""/Users/yabigdd/MoneyMachine/reports""",legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/HERMES_MASTER_OPERATOR.md,19,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),You are the master economic orchestrator for Dion's Money Machine.,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/HERMES_MONEY_MACHINE_MASTER_PLAN.md,2,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),"title: ""Hermes Money Machine — Master Execution Plan""",historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/HERMES_MONEY_MACHINE_MASTER_PLAN.md,650,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),~/MoneyMachine/,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/HERMES_MONEY_MACHINE_MASTER_PLAN.md,670,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),Do not merge Hermes internal state with business data. Business truth belongs under `~/MoneyMachine` or a dedicated database.,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/HERMES_MONEY_MACHINE_MASTER_PLAN.md,747,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),## Phase M8 — MoneyMachine Workspace,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/HERMES_MONEY_MACHINE_MASTER_PLAN.md,776,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- create a file inside `~/MoneyMachine/sandbox`;,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/HERMES_MONEY_MACHINE_MASTER_PLAN.md,804,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- create MoneyMachine workspace;,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/JUDGE_SPEC.md,1,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),# MoneyMachine Judge Specification,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/MASTER_OPERATOR.md,20,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),/Users/yabigdd/.hermes/hermes-agent/venv/bin/python control-plane/scripts/free_role_router.py --role RESEARCHER --prompt-file /absolute/path/to/public-or-synthetic-task.txt,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/MONEY_MACHINE_POLISH_OPERATOR.md,1,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),# MoneyMachine polish operator prompt,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/MONEY_MACHINE_POLISH_OPERATOR.md,3,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),Paste the following into a new Hermes Desktop chat after confirming the project directory is ~/MoneyMachine and a free model is selected.,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/MONEY_MACHINE_POLISH_OPERATOR.md,5,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),"Act as the MoneyMachine orchestrator for ~/MoneyMachine. Audit, repair, consolidate, and polish the existing system, using these sequential roles: SYSTEM_DOCTOR, MONEY_MACHINE_AUDITOR, MASTER_ORCHESTRATOR, QUALITY_CONTROLLER. Follow PLAN → PREFLIGHT → EXECUTE → VERIFY → PROOF → RECORD → OPTIMISE.",legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/PROMPTS/dispatch_judges.py,2,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),"raise SystemExit(""BLOCKED: legacy delegate_task bypass retired. MoneyMachine model execution is paused; use mm run-day."")",legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/PROMPTS/judge_aes.md,1,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),Act as JUDGE for MoneyMachine Batch 001. Review this opportunity independently.,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/PROMPTS/judge_aes.md,10,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),Read the full audit at /Users/yabigdd/MoneyMachine/reports/AES_AUDIT_aes.json,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/PROMPTS/judge_aes.md,11,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),Read the scoring rubric at /Users/yabigdd/MoneyMachine/control-plane/SCORING_RUBRIC.md,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/PROMPTS/judge_aes.md,12,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),Read the judge spec at /Users/yabigdd/MoneyMachine/control-plane/JUDGE_SPEC.md,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/PROMPTS/judge_aes.md,22,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),Write your decision as JSON to /Users/yabigdd/MoneyMachine/reports/JUDGE_aes.json,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/PROMPTS/judge_atl.txt,1,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),Act as JUDGE for MoneyMachine Batch 001. Review this opportunity independently.,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/PROMPTS/judge_atl.txt,7,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),Read the full audit at /Users/yabigdd/MoneyMachine/reports/AUDIT_atl_audit.json (may not exist — use what you have),legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/PROMPTS/judge_atl.txt,8,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),Read the scoring rubric at /Users/yabigdd/MoneyMachine/control-plane/SCORING_RUBRIC.md,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/PROMPTS/judge_atl.txt,9,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),Read the judge spec at /Users/yabigdd/MoneyMachine/control-plane/JUDGE_SPEC.md,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/PROMPTS/judge_atl.txt,13,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),Write your decision as JSON to /Users/yabigdd/MoneyMachine/reports/JUDGE_atl.json,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/PROMPTS/judge_atl_heat_pumps.txt,1,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),Act as JUDGE for MoneyMachine Batch 001. Review this opportunity independently.,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/PROMPTS/judge_atl_heat_pumps.txt,9,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),Read the full audit at /Users/yabigdd/MoneyMachine/reports/AUDIT_atl_heat_pumps.json,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/PROMPTS/judge_atl_heat_pumps.txt,10,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),Read the scoring rubric at /Users/yabigdd/MoneyMachine/control-plane/SCORING_RUBRIC.md,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/PROMPTS/judge_atl_heat_pumps.txt,11,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),Read the judge spec at /Users/yabigdd/MoneyMachine/control-plane/JUDGE_SPEC.md,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/PROMPTS/judge_atl_heat_pumps.txt,19,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),Write your decision as JSON to /Users/yabigdd/MoneyMachine/reports/JUDGE_atl_heat_pumps.json,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/PROMPTS/judge_blizzard.md,1,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),Act as JUDGE for MoneyMachine Batch 001. Review this opportunity independently.,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/PROMPTS/judge_blizzard.md,10,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),Read the full audit at /Users/yabigdd/MoneyMachine/reports/AUDIT_blizzard_hvac.json,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/PROMPTS/judge_blizzard.md,11,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),Read the scoring rubric at /Users/yabigdd/MoneyMachine/control-plane/SCORING_RUBRIC.md,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/PROMPTS/judge_blizzard.md,19,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),Write your decision as JSON to /Users/yabigdd/MoneyMachine/reports/JUDGE_blizzard_hvac.json,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
